Step TotalEnergy PotentialEnergy KineticEnergy Temperature
3520 -27172.469338407256146 -27468.32050998644263 295.85117157918546127 298.65176658923797959
3530 -27170.182715470953553 -27467.727331794681959 297.54461632373016755 300.36124186993390595
3540 -27170.729957471136004 -27464.446532267473231 293.71657479633904586 296.49696322391764625
3550 -27166.142277778661082 -27464.496453757587005 298.35417597892478625 301.17846500240517571
3560 -27165.005582782698184 -27461.263830289688485 296.25824750699081278 299.06269599109259616
3570 -27165.189589137949952 -27464.712226274314162 299.52263713636563125 302.35798708101629018
3580 -27159.196510244859383 -27454.090547960080585 294.89403771522108855 297.68557227670731891
3590 -27157.333055892831908 -27453.184033756013378 295.85097786318215185 298.65157103947456108
3600 -27141.788070984544902 -27456.643670967692742 314.85559998314744234 317.83609526898032982
3610 -27159.187162962771254 -27460.158603840434807 300.97144087766469056 303.82050553064919995
3620 -27156.994896500593313 -27455.655908653068764 298.66101215247442724 301.48820575751170736
3630 -27152.708677429600357 -27460.168469611540786 307.4597921819416797 310.37027705573933645
3640 -27157.815634027818305 -27466.802798611075559 308.98716458325770873 311.91210791433570648
3650 -27157.313064551148273 -27458.139414841927646 300.82635029077823674 303.67404148300721545
3660 -27162.40136922551028 -27457.051645100815222 294.65027587530551045 297.43950293133599416
3670 -27169.264537707989803 -27468.912158823965001 299.6476211159755394 302.48415418762806439
3680 -27170.817833433047781 -27479.019448088296485 308.20161465524739697 311.11912179063011763
3690 -27178.98759600995254 -27468.840528392109263 289.85293238215672318 292.59674668495489414
3700 -27176.805202489249496 -27492.408496951098641 315.60329446184766766 318.59086759501479946
3710 -27179.781474071929551 -27480.311401609451423 300.52992753752079125 303.37481272401652177
3720 -27188.901671544819692 -27475.787651899147022 286.88598035432693223 289.60170880909595326
3730 -27187.595688609922945 -27482.395916364592267 294.8002277546685832 297.59087428956354415
3740 -27193.225500658409146 -27477.184663150906999 283.95916249249836483 286.64718501845391074
3750 -27182.778044143575244 -27488.654106123758538 305.87606198018318082 308.77155490084220446
3760 -27185.15897609233798 -27489.035126730694174 303.87615063835653473 306.75271193980120188
3770 -27177.525301734804088 -27480.418187575043703 302.89288584023910289 305.76013933170463588
3780 -27188.836548921412032 -27482.725696237983357 293.88914731657291668 296.67116935518799892
3790 -27180.428993517878553 -27476.010758954791527 295.58176543691473626 298.37981018666681621
3800 -27174.019948697856307 -27450.362483402896032 276.34253470503972494 278.95845648635014413
3810 -27177.953376736306382 -27463.754844696111832 285.80146795980715524 288.50693017163985132
3820 -27177.291526499448082 -27460.158521013319842 282.86699451387340787 285.54467832737850586
3830 -27174.484565600949281 -27466.506953526633879 292.02238792568283543 294.78673879197435781
3840 -27168.855886488297983 -27459.698639471935167 290.84275298363894535 293.59593715515370604
3850 -27173.767183154192026 -27472.963469016292947 299.19628586210097865 302.02854649077784188
3860 -27166.541960831793403 -27477.700610650354065 311.15864981855980886 314.1041489266588087
3870 -27156.182092784973065 -27475.967694167149602 319.78560138217767417 322.81276519138998538
3880 -27169.281478882225201 -27470.842093174858746 301.56061429263439777 304.41525619622501608
3890 -27167.477724646872957 -27471.733529788863962 304.25580514199270965 307.13596033999948531
3900 -27170.534257568862813 -27472.484224334613828 301.94996676575169658 304.80829436910664754
3910 -27173.876300561703829 -27471.717486934605404 297.84118637290310971 300.66061931917698757
3920 -27164.306380202124274 -27473.882648062197404 309.57626786007330111 312.5067877778135994
3930 -27163.147295205537375 -27469.876720602886053 306.72942539734970069 309.63299645173771069
3940 -27180.196041028219042 -27474.45870197757904 294.26266094935942874 297.04821875364541484
3950 -27175.645185123084957 -27472.810121402861114 297.16493627977746428 299.97796768764857234
3960 -27172.288640872779069 -27462.777851340477355 290.4892104676987401 293.23904792471279279
3970 -27168.206059688680398 -27464.261531477430253 296.05547178875048075 298.85800075141980869
3980 -27185.048810536351084 -27476.247068740231043 291.19825820388007287 293.95480766930444361
3990 -27186.677219102261006 -27479.768456162011717 293.09123705975150642 295.86570589696538036
4000 -27178.439159933088376 -27479.852924682367302 301.41376474927943718 304.26701654142942743
4010 -27174.181827575655916 -27467.668428462897282 293.48660088724284378 296.26481232907957519
4020 -27179.626087692107831 -27463.835853412056167 284.20976571994935966 286.90016051350335147
4030 -27177.287400601449917 -27484.447504499406932 307.16010389795809488 310.06775185376005766
4040 -27178.095641038220492 -27470.94125841974892 292.84561738152723365 295.61776112656201576
4050 -27186.628951698912715 -27469.938497537168587 283.30954583825626969 285.99141894404692721
4060 -27180.259073026885744 -27476.178361767066235 295.91928874018202578 298.72052856289548117
4070 -27186.730309619051695 -27487.038862086839799 300.30855246778907031 303.151342067127473
4080 -27195.050162757688668 -27489.366211317254056 294.31604855956425126 297.10211174320681948
4090 -27196.522983663369814 -27473.773584666945681 277.25060100357461579 279.87511874862889272
4100 -27198.499104158123373 -27488.026998690231267 289.52789453210863257 292.26863195210768254
4110 -27208.738762271848827 -27478.236122476017044 269.49736020416662541 272.04848399448803775
4120 -27207.700537121847447 -27477.39671714650467 269.69618002465574591 272.24918588897463678
4130 -27202.205512519474723 -27477.325409957309603 275.11989743783584572 277.72424545450184041
4140 -27181.084670050866407 -27476.81065126671092 295.72598121584400133 298.52539114521891861
4150 -27159.433819478079386 -27471.168656020272465 311.73483654219307937 314.68578996590105135
4160 -27158.878192199386831 -27464.320060264406493 305.44186806501983256 308.33325080654486783
4170 -27147.133890263736248 -27455.591602388070896 308.45771212433362507 311.37764353706563725
4180 -27143.432028438466659 -27447.135223967386992 303.70319552892027559 306.57811959765137999
4190 -27136.751047885645676 -27461.533453017116699 324.78240513147028423 327.85686983042313614
4200 -27139.838450042261684 -27461.540275237086462 321.70182519482631278 324.74712841791756546
4210 -27155.233964028797345 -27445.602239615713188 290.36827558691481954 293.11696824662465133
4220 -27147.172804587706196 -27450.372981614309538 303.20017702660413761 306.0703394068821126
4230 -27149.13234696674408 -27470.566074384696549 321.43372741795178626 324.47649276602936652
4240 -27152.70682712915368 -27463.100437804947433 310.39361067579301334 313.33186774799173691
4250 -27152.247013730899198 -27465.026152272152103 312.77913854125273474 315.73997756707592544
4260 -27163.757276359257958 -27463.238400705071399 299.48112434581395291 302.31608132087302465
4270 -27161.101293025829364 -27457.448424228183285 296.34713120235301176 299.15242107989047327
4280 -27156.85835154068991 -27448.043043280526035 291.18469173983561404 293.94111278200136894
4290 -27150.365691031041933 -27456.895666742504545 306.52997571146352129 309.43165872940375039
4300 -27137.636047900017729 -27446.081398180023825 308.44535028000746024 311.36516467268728547
4310 -27143.383823359257804 -27456.259011045614898 312.87518768635618471 315.83693593540488109
4320 -27161.301783175778837 -27462.087374389768229 300.78559121398961906 303.63289657145423917
4330 -27168.669034007099981 -27466.778508571384009 298.10947456428323221 300.93144718807815252
4340 -27164.92162507071771 -27461.340762821393582 296.41913775067575898 299.22510925870619758
4350 -27174.611181331591069 -27455.387931428842421 280.77675009725311384 283.43464717795018259
4360 -27166.579396633940632 -27459.808678073030023 293.22928143908825405 296.00505703604170549
4370 -27170.345178538118489 -27459.493240225499903 289.14806168738067527 291.88520352260002255
4380 -27170.845930527582823 -27451.72650252841413 280.88057200083039788 283.53945188346654049
4390 -27169.504919571376377 -27475.572983245154319 306.0680636737767486 308.96537412648115151
4400 -27181.848444890689279 -27480.514634436331107 298.66618954564262367 301.49343216107047283
4410 -27176.207419297086744 -27475.693640331071947 299.48622103398497529 302.32122625546259087
4420 -27178.597552750485193 -27463.625301472766296 285.02774872228275171 287.72588673044839425
4430 -27171.620748630484741 -27471.67438991670133 300.05364128621624786 302.8940178378749124
4440 -27161.640479610177863 -27456.963946306066646 295.3234666958896355 298.11906633054763915
4450 -27146.929782288225397 -27460.675467438744818 313.74568515051959139 316.71567372811381347
4460 -27146.37147843292405 -27455.689207260307739 309.31772882738289354 312.24580135537314618
4470 -27159.737927705118636 -27451.051061895483144 291.31313419036342793 294.07077109820960459
4480 -27164.99181586459963 -27454.169731618771038 289.17791575417044214 291.91534019482963913
4490 -27155.79285619005168 -27453.951680180442054 298.15882399038918038 300.98126376716430741
4500 -27171.101097717113589 -27455.072709111893346 283.97161139477924507 286.6597517648975213
4510 -27173.112554654766427 -27451.030924583654269 277.91836992888613622 280.54920892766443785
4520 -27173.274812197341816 -27464.919774964175303 291.64496276683325959 294.40574084005152145
4530 -27174.702260823625693 -27468.828037439569016 294.12577661594190204 296.91003864174888349
4540 -27181.276077653350512 -27461.12303047432215 279.84695282097021618 282.49604822750654876
4550 -27182.22368756691867 -27468.623284755885834 286.39959718896625418 289.11072142919522321
4560 -27179.149795573506708 -27474.674947993182286 295.5251524196750097 298.32266125762811271
4570 -27187.111977688527986 -27484.39730742006941 297.28532973154176489 300.09950081142585532
4580 -27185.387260986892215 -27473.661699033134937 288.27443804624363111 291.00330995980954185
4590 -27182.946171020306792 -27471.338111436412873 288.39194041610500108 291.12192463403982856
4600 -27183.524739410513575 -27476.913651015496725 293.38891160498394584 296.16619829768086447
4610 -27177.564978482110746 -27445.533611940008996 267.96863345789932964 270.50528597040062095
4620 -27170.977290176670067 -27457.96088490508555 286.98359472841389106 289.70024722322483512
4630 -27177.140040099009639 -27457.220196645510441 280.08015654650182569 282.73145951296282874
4640 -27169.563107399790169 -27474.420340269738517 304.85723286994794989 307.74308132069671728
4650 -27158.262804389454686 -27456.840752699776203 298.57794831032055072 301.40435561398669506
4660 -27152.096162889174593 -27456.593032766602846 304.49686987742796873 307.3793070494811559
4670 -27155.590115859460639 -27457.219457967039489 301.62934210757862274 304.48463460442042106
4680 -27153.454739356864593 -27447.963388632830174 294.50864927596609277 297.29653566214125249
4690 -27157.465808634835412 -27455.720125702275254 298.25431706744143412 301.07766080357441751
4700 -27161.089994097797899 -27460.771859406559088 299.68186530876255347 302.51872254379401284
4710 -27160.663759779661632 -27470.713853536930401 310.05009375726928056 312.98509901957061174
4720 -27163.219844539242331 -27477.665957058237836 314.44611251899368654 317.4227315026213887
4730 -27166.282055185012723 -27475.995704696510074 309.71364951149826084 312.64546991544381171
4740 -27175.799211407109397 -27462.177957022671762 286.37874561556191111 289.08967247001709211
4750 -27176.026522867803578 -27467.855362540351052 291.82883967254701929 294.59135836670606068
4760 -27184.475027828597376 -27467.403474548304075 282.92844671970692616 285.60671225387955019
4770 -27181.883891750137991 -27465.724431730344804 283.84053998020755216 286.52743959826915443
4780 -27165.621372189740214 -27458.920204538677353 293.29883234893748067 296.07526633074718347
4790 -27178.815963333127002 -27464.761692096522893 285.94572876339640288 288.65255658106570991
4800 -27170.318130244027998 -27466.52037789978931 296.20224765576028858 299.0061660324331001
4810 -27167.782406782625912 -27459.064730942518509 291.28232415989089077 294.03966941292583215
4820 -27166.113970465317834 -27464.378599998479331 298.2646295331607007 301.08807088945820851
4830 -27162.820749910388258 -27451.328396644410532 288.5076467340218187 291.23872625448615281
4840 -27156.525359068506077 -27467.492116752920992 310.96675768441417631 313.91044029758268152
4850 -27152.329651888059743 -27462.624818900563696 310.29516701250560118 313.23249219442072899
4860 -27166.230393144815025 -27462.649727510397497 296.41933436558423409 299.22530773481645383
4870 -27162.101708310197864 -27454.60429790737544 292.50258959717695006 295.27148616257062486
4880 -27163.500274114521744 -27444.355636332784343 280.85536221826208703 283.51400345931739366
4890 -27155.560665753710055 -27457.71581932263507 302.15515356892603904 305.01542351759616167
4900 -27169.378347386435053 -27474.089455083601933 304.71110769716767663 307.59557289353369924
4910 -27177.376001711076242 -27461.238157927582506 283.8621562165060368 286.54926045881563823
4920 -27167.347729499029811 -27461.37736128972756 294.02963179069945454 296.81298368755079764
4930 -27166.029572272338555 -27461.688395924229553 295.65882365189179382 298.45759785237140704
4940 -27179.119300867114362 -27465.504290128599678 286.38498926148395185 289.09597521972273171
4950 -27180.740068763945601 -27470.567023104671534 289.82695434072542184 292.57052272942826221
4960 -27187.039286691124289 -27462.90122341082315 275.86193671969994057 278.47330905031054726
4970 -27183.553217795924866 -27475.010406586479803 291.45718879055522166 294.21618935226939584
4980 -27187.078642240816407 -27468.558482643293246 281.47984040247661142 284.14439309717687365
4990 -27184.763623129128973 -27470.888758009139565 286.12513488001229689 288.83366099710792696
5000 -27186.004125550432946 -27458.951821790324175 272.94769623989128604 275.53148170206975465
5010 -27175.918759332162153 -27466.964582040618552 291.04582270845764924 293.80092918453857465
5020 -27173.423091646171088 -27475.052251279208576 301.62915963303578337 304.4844504025317633
5030 -27169.970551407466701 -27456.588120788237575 286.6175693807698508 289.33075699573362272
5040 -27172.610165387173765 -27462.725658168514201 290.115492781338844 292.86179254106406233
5050 -27164.138275942957989 -27460.385756724012026 296.24748078105568538 299.05182734486163554
5060 -27156.855661706114915 -27456.846214760538714 299.99055305442396957 302.83033239841836348
5070 -27154.391064447809185 -27459.670336140996369 305.27927169318684264 308.16911526018304812
5080 -27129.785582119795436 -27452.124684304922994 322.33910218512824031 325.39043801829683389
5090 -27130.347940407111309 -27440.899639961793582 310.5516995546815906 313.49145313244758881
5100 -27142.110450496937119 -27440.959931876946939 298.84948138000811468 301.6784590779572568
5110 -27147.497277348229545 -27449.544596405045013 302.04731905681575199 304.90656821927461806
5120 -27141.86906187009663 -27445.6163409927467 303.74727912264881979 306.62262049678372478
5130 -27136.631639356823143 -27446.064117780639208 309.43247842381759938 312.36163719779250414
5140 -27147.248432753309316 -27467.929997377497784 320.6815646241885247 323.71720982683717693
5150 -27155.885758356369479 -27459.569091947556444 303.68333359118821591 306.55806964226366063
5160 -27152.620286611683696 -27450.502286379207362 297.88199976752230214 300.7018190627455283
5170 -27150.784732270534732 -27442.415530116362788 291.63079784582987486 294.39144183065877769
5180 -27137.458682860975387 -27442.417227572226693 304.95854471125215923 307.84535220311505554
5190 -27138.890963743157045 -27447.447969782318978 308.55700603916119462 311.47787739085271141
5200 -27145.080231377676682 -27459.875317361438647 314.79508598376128248 317.77500843020396815
5210 -27158.454367958056537 -27438.778414495012839 280.32404653695783736 282.97765822197698071
5220 -27167.130985687275825 -27445.874982939927577 278.74399725265084271 281.38265182893979954
5230 -27167.636114726985397 -27464.643894013141107 297.00777928615673318 299.81932300990013118
5240 -27173.231069783309067 -27472.857905779615976 299.62683599630827302 302.46317231125334501
5250 -27160.613561405545624 -27462.544124427808129 301.93056302226415255 304.78870694533520691
5260 -27164.412008624487498 -27467.146247708289593 302.73423908380300418 305.5999907887044742
5270 -27157.648699161476543 -27455.988237846366246 298.33953868489032857 301.16368914839000581
5280 -27154.866062275683362 -27464.556460120169504 309.69039784448642649 312.62199814282195121
5290 -27164.784448551468813 -27468.331774654645415 303.54732610317819308 306.42077467619429854
5300 -27168.990962652154849 -27465.365487520823081 296.37452486866709478 299.1800740609295417
5310 -27173.137909372711874 -27480.831560559934587 307.69365118722106445 310.60634982397169779
5320 -27179.890567307305901 -27485.128894923043845 305.23832761573822836 308.1277835967114811
5330 -27182.370742835257261 -27484.263079891345114 301.89233705608756964 304.75011912339999753
5340 -27189.13357241489939 -27480.687347394872631 291.55377497997432101 294.31368984869857286
5350 -27179.740686104723864 -27463.805823746595706 284.06513764187201332 286.75416335288485925
5360 -27184.743395935769513 -27464.190687313777744 279.44729137800737817 282.09260349770761422
5370 -27185.791521971015754 -27456.295211777523946 270.50368980650722506 273.06433974353183203
5380 -27178.285535212093237 -27456.370620148140006 278.08508493604665546 280.71750209729987091
5390 -27192.326308511215757 -27466.587807100921054 274.26149858970700279 276.85772080610030343
5400 -27175.553656544136174 -27480.242034390204935 304.68837784607012509 307.57262787645510116
5410 -27184.478294100856147 -27472.124867153521336 287.64657305266598541 290.3695014522730844
5420 -27196.359232821279875 -27473.479688762796286 277.12045594151584282 279.74374170357867797
5430 -27199.980903257266618 -27488.999659257373423 289.01875600010708922 291.75467379804911161
5440 -27177.870732611994754 -27482.44697650425951 304.57624389226305084 307.45943243693614022
5450 -27178.802566065900464 -27484.210749498808582 305.40818343290800385 308.29924730798370547
5460 -27177.458375411657471 -27487.961715343139076 310.50333993148080935 313.44263572596781842
5470 -27188.898188132083305 -27478.151873237478867 289.25368510539584577 291.99182679610282776
5480 -27190.44269998566233 -27489.68154062875692 299.23884064309618225 302.07150410508506866
5490 -27189.132735201263131 -27480.088480254838942 290.95574505357433281 293.70999883392505581
5500 -27193.909131554391934 -27482.428537992571364 288.51940643818073795 291.25059727870041115
5510 -27182.066095359066821 -27476.654370870659477 294.58827551159140512 297.37691565796620807
5520 -27180.915213241241872 -27482.701849374170706 301.78663613292872014 304.64341761107203865
5530 -27185.674924936331081 -27475.839120086551702 290.164195150218859 292.91095593773229666
5540 -27188.69805651918432 -27485.992681618532515 297.29462509934899117 300.10888417131559436
5550 -27182.211478338667803 -27471.725033961251029 289.51355562258368082 292.25415730717816132
5560 -27199.536944556824892 -27478.359414393773477 278.82246983695023346 281.4618672527109311
5570 -27197.776581909685774 -27477.348843743544421 279.57226183385824925 282.21875695254141192
5580 -27200.115779637566447 -27473.904593126295367 273.78881348872982926 276.38056115960057468
5590 -27196.715509384510369 -27475.06628995390929 278.35078056939892122 280.98571286642459199
5600 -27195.578489612256817 -27474.777705320917448 279.19921570866205229 281.84217948720828417
5610 -27188.553013085227576 -27471.793947464720986 283.24093437949210283 285.9221579934858255
5620 -27182.933672285747889 -27475.234679290784698 292.30100700503845701 295.0679953434048457
5630 -27174.978261697160633 -27478.288967686537944 303.31070598937651539 306.1819146621533605
5640 -27190.741829522976332 -27484.294484147940238 293.55265462496555529 296.33149134662545521
5650 -27197.356451697556622 -27473.447232309954416 276.09078061239858926 278.70431923175686961
5660 -27190.979960740776733 -27472.702753602061421 281.72279286128332387 284.38964539965223821
5670 -27195.428859711704717 -27469.502478435289959 274.0736187235834791 276.66806242609510491
5680 -27188.008780975611444 -27470.108480032249645 282.09969905663848522 284.77011947545327075
5690 -27179.615568476518092 -27480.694473244544497 301.07890476802805324 303.92898669883334151
5700 -27183.900444093651458 -27487.14494613482384 303.24450204117414387 306.11508401220095266
5710 -27172.758901047433028 -27485.036959959325031 312.27805891189336762 315.2341546030792756
5720 -27165.367071742348344 -27475.990202439141285 310.6231306967934529 313.56356045812532329
5730 -27174.390995782607206 -27478.26571460931882 303.87471882671223966 306.75126657429967736
5740 -27183.673304832773283 -27480.151531622756011 296.47822678998221591 299.28475764840408146
5750 -27179.473577031960303 -27484.095548010915081 304.62197097895352726 307.50559238671149842
5760 -27181.073124759346683 -27482.302298954215075 301.22917419486810786 304.08067861051512182
5770 -27185.813186737166689 -27477.19504532936844 291.38185859220101293 294.14014606098913873
5780 -27183.90117402751639 -27478.319042995921336 294.41786896840341115 297.20489600737698765
5790 -27190.661919110891176 -27481.224687065456237 290.56276795456540185 293.31330172361219866
5800 -27198.703982699717017 -27478.989179412070371 280.28519671235216038 282.93844063602580263
5810 -27193.821102676334704 -27491.401554597781796 297.58045192144783186 300.39741669563437654
5820 -27182.159433225839166 -27493.248070771711355 311.08863754587372341 314.03347390175014198
5830 -27173.327841997972428 -27468.764956098100811 295.4371141001274168 298.23378954716611133
5840 -27167.511620554611 -27460.584044628893025 293.07242407428333308 295.84671482346413995
5850 -27157.573715324659133 -27462.065652989738737 304.49193766507988812 307.37432814768038725
5860 -27156.988895584672719 -27453.633455721112114 296.64456013643791721 299.45266554444697249
5870 -27155.293405011721916 -27455.725054469043243 300.43164945732053184 303.27560432098016463
5880 -27155.631303329580987 -27462.083606441698066 306.45230311211810204 309.3532508634275473
5890 -27153.939333470090787 -27453.612008411801071 299.67267494171073849 302.50944517862092198
5900 -27153.224216144197271 -27457.639450399459747 304.41523425526321489 307.29689864580313952
5910 -27143.510080768155603 -27437.283161406005092 293.77308063784829528 296.55400396267583574
5920 -27151.384934552293998 -27451.013083591285977 299.62814903899356977 302.464497783501713
5930 -27151.166110787031357 -27462.961336518255848 311.79522573122568474 314.74675081284044609
5940 -27153.647317367172946 -27453.710730467511894 300.06341310033843683 302.90388215422967733
5950 -27138.453551807760959 -27437.425752568695316 298.97220076093549324 301.80234014867625092
5960 -27126.763689545910893 -27445.514875682434649 318.75118613652279009 321.76855793389398741
5970 -27125.283497896223707 -27447.311650887302676 322.02815299107851388 325.07654530789534419
5980 -27136.585577456397004 -27448.52858176054724 311.94300430414841685 314.89592829161068721
5990 -27142.524309524953424 -27440.108004080560931 297.58369455560870165 300.40069002531350861
6000 -27145.02439448536461 -27459.83434676061006 314.80995227524510938 317.79001544941087332
6010 -27138.398882714882347 -27457.068964201473136 318.67008148658976552 321.68668552875254818
6020 -27132.545450358735252 -27450.066477134052548 317.5210267753188873 320.52675360217955358
6030 -27121.975954837849713 -27457.996636068226508 336.0206812303754873 339.2015300271035585
6040 -27119.53640869172159 -27456.168153397629794 336.63174470590956844 339.81837796957506725
6050 -27137.358681649435312 -27447.238650798935851 309.87996914950161909 312.8133639732670872
6060 -27138.795213766883535 -27451.148553581253509 312.35333981437082684 315.3101481318367405
6070 -27148.051295569315698 -27456.639098375824688 308.58780280650887562 311.50896568745986315
6080 -27149.291912643220712 -27458.845134856805089 309.55322221358386514 312.48352397595158436
6090 -27145.558334600042144 -27481.291971468846896 335.73363686880526302 338.91176843780567651
6100 -27158.190001560840756 -27469.51971918392519 311.32971762308318375 314.27683609823480992
6110 -27152.81845092207368 -27469.082011905924446 316.26356098385002724 319.25738435127158255
6120 -27147.642299522543908 -27476.722463023936143 329.08016350139257611 332.19531176627816649
6130 -27163.831785135724203 -27474.791289903449069 310.95950476772554794 313.90311872312207697
6140 -27173.802739751943591 -27474.432216141369281 300.62947638942648609 303.47530392817458278
6150 -27171.155999800546851 -27478.423288632544427 307.26728883199700704 310.17595142495525806
6160 -27186.339501719216059 -27489.724216727758176 303.38471500854080887 306.25662426765865121
6170 -27184.141496602958796 -27495.242668849743495 311.10117224678549519 314.04612725901415615
6180 -27192.498896216522553 -27491.353615975840512 298.85471975931733368 301.68374704496579852
6190 -27202.07565402291948 -27499.291698772489326 297.21604474957092634 300.029559961933046
6200 -27212.557559734003007 -27490.83383362540917 278.27627389140519654 280.91050089113736021
6210 -27210.849173350041383 -27471.622136983751261 260.77296363371164034 263.24150028614707253
6220 -27214.075773492852022 -27483.643683018126467 269.5679095252727393 272.1197011516401858
6230 -27206.170271609003976 -27486.638341615554964 280.46807000655053344 283.12304505074831695
6240 -27202.098039049466024 -27490.300275842077099 288.20223679260988092 290.93042523255769538
6250 -27195.643009093884757 -27489.029520869153203 293.38651177526969605 296.16377575062841743
6260 -27196.407130709332705 -27486.229165838132758 289.82203512880022345 292.56555695111535442
6270 -27197.137690112434939 -27487.51165552578459 290.37396541334953781 293.12271193426073523
6280 -27203.630291826029861 -27478.696044353513571 275.06575252748467619 277.66958799601729879
6290 -27192.837010789015039 -27470.459481793757732 277.62247100474371564 280.25050895647524385
6300 -27191.688735124214872 -27478.055632891628193 286.36689776741161495 289.0777124674202696
6310 -27201.168758614894614 -27481.026059817919304 279.8573012030246332 282.50649456971774498
6320 -27206.415482946948032 -27480.40569604016855 273.99021309321932449 276.58386725891432434
6330 -27201.512074759179086 -27478.324016734288307 276.81194197510814092 279.43230727324231566
6340 -27185.758386339352001 -27485.429898684124055 299.67151234477194066 302.50827157627298902
6350 -27186.38822643398089 -27481.88830989658527 295.50008346260347025 298.29735499206219629
6360 -27191.820221973084699 -27489.780474471721391 297.9602524986370895 300.78081255215147394
6370 -27190.473726236861694 -27482.953657202866452 292.479930966004531 295.24861303960130954
6380 -27195.276723080794909 -27492.081607404659735 296.80488432386505337 299.61450739738450011
6390 -27189.118122778956604 -27489.434477914128365 300.3163551351730689 303.15921859634954671
6400 -27190.721515134984656 -27486.691811046130169 295.97029591114727509 298.77201857943379082
6410 -27191.471658119680797 -27479.983198213340074 288.5115400936594483 291.2426564695586535
6420 -27188.227725901404483 -27483.008337009861862 294.78061110845800386 297.57107194768309455
6430 -27184.440260171315458 -27476.055503417657746 291.61524324634268623 294.37573998776719009
6440 -27171.014215332877939 -27470.404271694304043 299.39005636142718458 302.22415126606995273
6450 -27159.989927154649195 -27472.391264351601421 312.40133719695126047 315.35859986864340954
6460 -27154.295673599372094 -27475.915404183069768 321.61973058369920864 324.66425668038243657
6470 -27164.499708131010266 -27476.874745991088275 312.37503786007806639 315.33205157621858916
6480 -27155.332913327772985 -27490.622666694347572 335.28975336657379103 338.46368303258776677
6490 -27165.681279989534232 -27485.72575521885301 320.04447522931741332 323.07408959771009904
6500 -27178.986835865583998 -27476.460733051579155 297.47389718599407615 300.28985328862859205
6510 -27177.041781410513067 -27491.255569218887103 314.2137878083727287 317.18820755303244141
6520 -27179.968512659048429 -27479.840855750226183 299.87234309117633302 302.7110034325606307
6530 -27205.580695641638158 -27485.635001487942645 280.05430584630329349 282.70536410411028783
6540 -27198.119304592335538 -27477.835510832119326 279.7162062397843556 282.36406396921131545
6550 -27189.636046422201616 -27487.395959021967428 297.7599125997666647 300.57857618987310389
6560 -27193.740890408691484 -27475.232028588859976 281.49113818016718369 284.15579782222096128
6570 -27203.428282189433958 -27492.982964591512427 289.55468240207773079 292.29567340219466587
6580 -27193.321597204594582 -27490.510610771314532 297.1890135667184154 300.00227289570710809
6590 -27191.33014840881151 -27483.292644560038752 291.96249615122718524 294.7262800682523789
6600 -27189.796577780529333 -27491.183229675876646 301.38665189534765432 304.23964703100705265
6610 -27191.766616805642116 -27483.715121337976598 291.94850453233323151 294.71215600148656222
6620 -27178.495106214733823 -27479.867258282320108 301.37215206758656905 304.22500994455248247
6630 -27165.874456882385857 -27474.651501419393753 308.77704453700715703 311.69999882356017906
6640 -27169.645240473255399 -27477.755830467503984 308.11058999424864169 311.0272354693241823
6650 -27174.308553098991979 -27465.138834117748047 290.83028101875424909 293.5833471277904323
6660 -27177.850153197006875 -27475.427589955335861 297.57743675833052066 300.3943729902917994
6670 -27183.320042486069724 -27490.569000311770651 307.24895782570064284 310.15744689315118876
6680 -27179.877555908202339 -27478.920595638894156 299.04303973069306721 301.87384969636042342
6690 -27192.71938413035241 -27492.17226344199662 299.45287931164551765 302.287568912736333
6700 -27184.688183983991621 -27485.839144312638382 301.15096032864767039 304.00172435390754799
6710 -27177.257838604666176 -27485.222709167268476 307.9648705626009928 310.88013662413237626
6720 -27189.309107418175699 -27493.292346233771241 303.98323881559508663 306.86081383827399804
6730 -27188.612723337304487 -27483.661270038912335 295.04854670160813157 297.84154388057862661
6740 -27182.576749030034989 -27485.656092080127564 303.07934305009138143 305.9483615882481331
6750 -27177.035457640598906 -27466.124191981871263 289.08873434127332303 291.82531457023441135
6760 -27176.329826562141534 -27480.10320622913423 303.77337966699445815 306.64896811486534034
6770 -27163.353115037680254 -27458.854420744333765 295.50130570665299956 298.29858880615410044
6780 -27152.450765023018903 -27463.350485622471751 310.89972059945171168 313.84276862420659882
6790 -27142.405810004238447 -27461.908361229609 319.50255122537168972 322.52703561691424738
6800 -27155.600531573632907 -27461.535284521516587 305.93475294788305519 308.8308014506964696
6810 -27156.7636056227675 -27472.344934092274343 315.58132846950763906 318.5686936675558627
6820 -27160.043343076587917 -27486.450191814787104 326.40684873819810718 329.49669079271399141
6830 -27156.499648629542207 -27479.325836180512852 322.8261875509695642 325.88213424586894007
6840 -27150.060875595685502 -27478.215709243057063 328.15483364737252714 331.26122252774058552
6850 -27158.687934706096712 -27452.473643544784863 293.78570883868951569 296.56675170496106375
6860 -27154.006802628966398 -27455.334099583815259 301.32729695484852073 304.17973022303482367
6870 -27147.531168317284028 -27449.179054547523265 301.64788623023770242 304.5033542699956115
6880 -27147.096942682543158 -27461.046193839327316 313.94925115678461225 316.92116673685893602
6890 -27134.81169549313563 -27461.48861643919372 326.6769209460595107 329.76931956600543572
6900 -27147.809184438225202 -27460.527945603949775 312.71876116572610727 315.67902864547187392
6910 -27151.970446433460893 -27456.867838207370369 304.89739177390856639 307.7836203780481128
